district,mandal,date,rain,temp_min,temp_max,humidity_min,humidity_max,wind_speed_max,wind_speed_min,Month,Year
Adilabad,Bheempoor,01-07-2020,2.5,25.2,36.7,51.8,92.8,4.5,0,7,2020
Adilabad,Bheempoor,02-07-2020,4,26.4,36.7,50.4,90.3,2.9,0,7,2020
Adilabad,Bheempoor,03-07-2020,5,25.5,36.3,57.1,96.3,2.7,0.1,7,2020
Adilabad,Bheempoor,04-07-2020,0,24.9,35.1,64.4,89.6,2,0.1,7,2020
Adilabad,Bheempoor,05-07-2020,1.8,24.8,32.8,69.4,96.2,2.9,0,7,2020
Adilabad,Bheempoor,06-07-2020,32.5,24.5,33.3,63.2,96.9,2.1,0.4,7,2020
Adilabad,Bheempoor,07-07-2020,0.5,26.3,30.8,77.5,95.8,2.5,0,7,2020
Adilabad,Bheempoor,08-07-2020,1.8,24.1,32.9,64.8,94.7,3.8,0,7,2020
Adilabad,Bheempoor,09-07-2020,0,25.6,35.4,56.5,90.9,3.5,0.2,7,2020
Adilabad,Bheempoor,10-07-2020,0.5,25.4,34.4,62.8,96.6,2.9,0,7,2020
Adilabad,Bheempoor,11-07-2020,0,26.7,32.4,70,88.3,3.5,0,7,2020
Adilabad,Bheempoor,12-07-2020,0,27.6,34.8,58.1,85.5,2.8,0,7,2020
Adilabad,Bheempoor,13-07-2020,9.8,24.5,36.1,54.4,97.2,2.7,0,7,2020
Adilabad,Bheempoor,14-07-2020,0,26,33.8,63.2,94.3,1.8,0,7,2020
Adilabad,Bheempoor,15-07-2020,24.5,24.6,33.1,68.5,98,1.6,0,7,2020
Adilabad,Bheempoor,16-07-2020,13.5,25.1,27.8,87.8,97.5,2.5,0,7,2020
Adilabad,Bheempoor,17-07-2020,0,24.9,31.3,73.1,93.4,2.5,0.2,7,2020
Adilabad,Bheempoor,18-07-2020,0,25.1,32.5,63.5,95.7,2.7,0,7,2020
Adilabad,Bheempoor,19-07-2020,0,26.8,35.5,56.8,91.3,2.3,0,7,2020
Adilabad,Bheempoor,20-07-2020,18.3,25.3,35.3,60.1,96.7,2.8,0.2,7,2020
Adilabad,Bheempoor,21-07-2020,0,26.1,32.6,72.9,95.6,1.8,0,7,2020
Adilabad,Bheempoor,22-07-2020,0,25.9,34.4,61.4,96.6,2.9,0,7,2020
Adilabad,Bheempoor,23-07-2020,27.8,22.5,35.8,59.7,97.9,2.4,0.1,7,2020
Adilabad,Bheempoor,24-07-2020,13,24.1,26.8,90.5,98.5,1.8,0,7,2020
Adilabad,Bheempoor,25-07-2020,2,24.8,32.3,67,96.6,2,0,7,2020
Adilabad,Bheempoor,26-07-2020,0,24.7,33.3,61.2,96.3,2.9,0,7,2020
Adilabad,Bheempoor,27-07-2020,0,24.7,33.5,61,96.3,2.5,0,7,2020
Adilabad,Bheempoor,28-07-2020,0.5,25.6,36.9,49.3,97.2,3.2,0,7,2020
Adilabad,Bheempoor,29-07-2020,23.5,23.2,35.6,59,98.6,3.2,0,7,2020
Adilabad,Bheempoor,30-07-2020,0,25.2,33.2,68.9,97.9,1.7,0,7,2020
Adilabad,Bheempoor,31-07-2020,1.5,26.1,34,66.9,98.5,1,0,7,2020
Adilabad,Bheempoor,01-08-2020,3.3,24.9,35.2,62.5,97.8,3.3,0,8,2020
Adilabad,Bheempoor,02-08-2020,0,24.8,33,72.6,97.7,1.3,0,8,2020
Adilabad,Bheempoor,03-08-2020,3,25.6,36.2,59.7,97.6,1.7,0,8,2020
Adilabad,Bheempoor,04-08-2020,0,25.8,31.8,74.8,96.2,2.1,0,8,2020
Adilabad,Bheempoor,05-08-2020,0,25.7,31.3,75.3,92.4,3.2,0.1,8,2020
Adilabad,Bheempoor,06-08-2020,0,25.7,31.3,74.9,86.2,2.5,0,8,2020
Adilabad,Bheempoor,07-08-2020,0,26.6,31.5,68.8,93.2,4.5,0.1,8,2020
Adilabad,Bheempoor,08-08-2020,0,27,34.1,60.7,85.3,3,0.2,8,2020
Adilabad,Bheempoor,09-08-2020,0,26.2,31.8,70.1,95.9,2.3,0,8,2020
Adilabad,Bheempoor,10-08-2020,9.8,24.4,28,82.9,96.9,2,0,8,2020
Adilabad,Bheempoor,11-08-2020,12.5,23.6,26.9,88.1,97.3,4.3,0.4,8,2020
Adilabad,Bheempoor,12-08-2020,0,25.1,27.9,84.5,93.7,2.1,0,8,2020
Adilabad,Bheempoor,13-08-2020,32.5,23.6,30.1,76.6,97.7,3.7,0.3,8,2020
Adilabad,Bheempoor,14-08-2020,1.8,24.3,27.8,85.3,96.7,2.5,0.3,8,2020
Adilabad,Bheempoor,15-08-2020,11.8,23.7,29.9,78.1,96.1,4.1,0.1,8,2020
Adilabad,Bheempoor,16-08-2020,0,24.8,28.1,83.9,94.3,2.6,0.2,8,2020
Adilabad,Bheempoor,17-08-2020,27.8,23.8,25.7,91.8,97.4,2.1,0.5,8,2020
Adilabad,Bheempoor,18-08-2020,28.5,23.9,25.5,89.9,98.3,3,0.2,8,2020
Adilabad,Bheempoor,19-08-2020,13.3,24.1,26.4,89.2,98.1,2.4,0,8,2020
Adilabad,Bheempoor,20-08-2020,14,24.2,29.6,81.4,97.7,2.8,0.3,8,2020
Adilabad,Bheempoor,21-08-2020,1,24.6,28.7,85.1,94.7,2.7,0.4,8,2020
Adilabad,Bheempoor,22-08-2020,0,25.1,29.4,80.9,92.9,3.9,0.2,8,2020
Adilabad,Bheempoor,23-08-2020,0,25.5,31.5,75.1,94.8,2.9,0,8,2020
Adilabad,Bheempoor,24-08-2020,0,22.9,33.1,64.7,96.8,2,0,8,2020
Adilabad,Bheempoor,25-08-2020,0,23.5,32.9,64.2,96.4,3.3,0,8,2020
Adilabad,Bheempoor,26-08-2020,11.3,24.5,34.1,62.1,98.3,1.9,0,8,2020
Adilabad,Bheempoor,27-08-2020,0,25,31.3,72.6,96.5,2,0,8,2020
Adilabad,Bheempoor,28-08-2020,2.8,24.7,27.5,87.4,95.8,2.3,0.1,8,2020
Adilabad,Bheempoor,29-08-2020,1.5,24.8,28,83.5,97.7,2.3,0,8,2020
Adilabad,Bheempoor,30-08-2020,0,22.9,30.1,76.4,96.1,3.5,0,8,2020
Adilabad,Bheempoor,31-08-2020,0,23.1,33.6,65,98.6,3,0,8,2020
Adilabad,Jainad,01-07-2020,0,25.55,34.85,68.75,93.9,10.2,0.1,7,2020
Adilabad,Jainad,02-07-2020,0,26.8,35.05,61.7,90.65,11.2,0.1,7,2020
Adilabad,Jainad,03-07-2020,6.1,26.65,36.45,56.2,95.05,9.4,0,7,2020
Adilabad,Jainad,04-07-2020,12,26.4,34.85,65.5,95.25,14.5,0.1,7,2020
Adilabad,Jainad,05-07-2020,2.3,26.25,32.3,74.05,95.35,9.4,0,7,2020
Adilabad,Jainad,06-07-2020,18.5,24.05,33.65,64.85,98.85,15,0.1,7,2020
Adilabad,Jainad,07-07-2020,3.2,26.5,29.7,83.45,96.4,4.7,0,7,2020
Adilabad,Jainad,08-07-2020,4.1,23.95,33.2,68.8,97.7,14.3,0,7,2020
Adilabad,Jainad,09-07-2020,2.7,25.75,36.05,57.05,94.1,14.6,0,7,2020
Adilabad,Jainad,10-07-2020,47.4,24.4,34.1,65.65,99,8,0,7,2020
Adilabad,Jainad,11-07-2020,3.7,25.4,31.55,80.7,96.55,8.4,0,7,2020
Adilabad,Jainad,12-07-2020,0,26.7,34.65,67.75,94.25,8.3,0,7,2020
Adilabad,Jainad,13-07-2020,5.2,24.2,35.45,60.4,99.25,9.8,0,7,2020
Adilabad,Jainad,14-07-2020,10.1,25.45,33.5,70.8,96.3,8.7,0,7,2020
Adilabad,Jainad,15-07-2020,67.3,24.45,32.9,71.35,99.65,7,0,7,2020
Adilabad,Jainad,16-07-2020,17.8,24.75,27.65,91.25,99.05,10.7,0.1,7,2020
Adilabad,Jainad,17-07-2020,0.3,24.75,31.95,78.05,94.05,13.1,0.2,7,2020
Adilabad,Jainad,18-07-2020,0,25.4,32.95,66.5,93.35,9,1.9,7,2020
Adilabad,Jainad,19-07-2020,0,26.75,34.45,63.25,92.65,9,0,7,2020
Adilabad,Jainad,20-07-2020,30.4,25.4,35.65,59.95,98.95,9.6,0,7,2020
Adilabad,Jainad,21-07-2020,12.7,25.6,33.3,73.95,98.9,10.5,0,7,2020
Adilabad,Jainad,22-07-2020,0,25.45,34.95,67.8,98.85,10.5,0,7,2020
Adilabad,Jainad,23-07-2020,57.5,22.4,33.95,74.25,99.75,13.6,0.1,7,2020
Adilabad,Jainad,24-07-2020,10.9,23.6,27.45,90.75,98.85,8.6,0,7,2020
Adilabad,Jainad,25-07-2020,0,24.9,33.4,70.4,96.8,8.1,0,7,2020
Adilabad,Jainad,26-07-2020,0.4,24.45,33.95,65.8,97.15,9.8,0,7,2020
Adilabad,Jainad,27-07-2020,0,25.45,34.75,61.8,97.35,7.1,0,7,2020
Adilabad,Jainad,28-07-2020,3.2,26.3,36.95,55.15,96.05,9.3,0,7,2020
Adilabad,Jainad,29-07-2020,11.7,23.45,35.5,63.65,99.5,7.6,0,7,2020
Adilabad,Jainad,30-07-2020,0,25.35,32.75,72.4,98.45,8.6,0,7,2020
Adilabad,Jainad,31-07-2020,0,26.05,34.25,67.55,98.45,7.9,0,7,2020
Adilabad,Jainad,01-08-2020,0,25.6,35.05,65.05,98.15,9.3,0,8,2020
Adilabad,Jainad,02-08-2020,0,25.25,33.95,70.9,98.35,7.8,0,8,2020
Adilabad,Jainad,03-08-2020,4.4,25.5,36.95,57.75,99.2,12.3,0,8,2020
Adilabad,Jainad,04-08-2020,0.7,25.9,31.9,80.5,96.75,8.5,0,8,2020
Adilabad,Jainad,05-08-2020,0,25.8,31.1,79.25,93.05,8.8,0,8,2020
Adilabad,Jainad,06-08-2020,0,25.5,32.55,75.2,91.05,10,0.1,8,2020
Adilabad,Jainad,07-08-2020,3.6,26.1,32.5,72.65,93.15,14,0.1,8,2020
Adilabad,Jainad,08-08-2020,0,26.85,35.15,64.25,88.95,12.3,0.1,8,2020
Adilabad,Jainad,09-08-2020,1.8,26,31.9,72.25,96.9,12.8,0,8,2020
Adilabad,Jainad,10-08-2020,18.9,23.95,27.9,90.35,99.6,6.4,0,8,2020
Adilabad,Jainad,11-08-2020,10.9,23.2,26.15,94.7,99.55,9.8,2.1,8,2020
Adilabad,Jainad,12-08-2020,0,24.95,27.6,89.65,96.15,6.7,0,8,2020
Adilabad,Jainad,13-08-2020,31.5,23.35,29.85,83.8,99.7,8,0.3,8,2020
Adilabad,Jainad,14-08-2020,5.3,24.2,27.6,89.8,99,11.4,0.2,8,2020
Adilabad,Jainad,15-08-2020,10.4,23.4,28.5,86.05,99.25,8.4,0.1,8,2020
Adilabad,Jainad,16-08-2020,0.6,24.55,27.65,88.9,96.55,10.6,4,8,2020
Adilabad,Jainad,17-08-2020,62.8,23.5,24.95,97.45,99.8,6.5,0,8,2020
Adilabad,Jainad,18-08-2020,30.6,23.7,25.4,96.95,100,11.7,0,8,2020
Adilabad,Jainad,19-08-2020,36.3,23.9,25.95,95.25,99.7,8.1,0,8,2020
Adilabad,Jainad,20-08-2020,16.9,23.85,29.35,86.2,99.7,5.5,0,8,2020
Adilabad,Jainad,21-08-2020,6,24,28.35,89.5,99.2,2.4,0.2,8,2020
Adilabad,Jainad,22-08-2020,1,24.55,29.2,86.5,98.8,2.8,0.1,8,2020
Adilabad,Jainad,23-08-2020,0,25.25,31.8,77.55,94.95,5.9,0,8,2020
Adilabad,Jainad,24-08-2020,5.3,23.85,33.75,69.4,97.45,2.6,0,8,2020
Adilabad,Jainad,25-08-2020,0.3,24.45,33.85,65.65,97.1,2.7,0,8,2020
Adilabad,Jainad,26-08-2020,2.5,24.8,34.25,64.15,99.35,2.7,0,8,2020
Adilabad,Jainad,27-08-2020,0.6,25.1,31.7,75.75,98.45,2.7,0,8,2020
Adilabad,Jainad,28-08-2020,4.6,24.35,27.25,89.6,99,2.4,0,8,2020
Adilabad,Jainad,29-08-2020,0.9,25.1,28.35,87.6,97.5,1.6,0,8,2020
Adilabad,Jainad,30-08-2020,0.2,23.35,30.6,80.3,98.75,2.6,0,8,2020
Adilabad,Jainad,31-08-2020,2.7,23.7,33.55,70.9,98.8,2.4,0,8,2020
Adilabad,Bela,01-07-2020,15.9,25.4,35.45,61.7,93.3,16.8,0,7,2020
Adilabad,Bela,02-07-2020,0,26.6,35.5,57.65,88.95,17.4,0,7,2020
Adilabad,Bela,03-07-2020,14.9,25.95,35.8,58.75,93.75,17.4,0,7,2020
Adilabad,Bela,04-07-2020,8.1,26.25,34.45,69.3,93.6,22.9,0,7,2020
Adilabad,Bela,05-07-2020,0.9,26.1,31.4,78.55,93,19.9,0,7,2020
Adilabad,Bela,06-07-2020,14.7,24,34.05,63.25,97.15,27.2,0,7,2020
Adilabad,Bela,07-07-2020,1.2,25.65,29.1,79.55,93.6,6.1,0,7,2020
Adilabad,Bela,08-07-2020,0,24.15,33.05,65.4,95.4,11.9,0,7,2020
Adilabad,Bela,09-07-2020,6.3,25.3,35.75,55.1,94.6,10.6,0,7,2020
Adilabad,Bela,10-07-2020,55.5,24.5,33.8,66.2,97.75,13.8,0,7,2020
Adilabad,Bela,11-07-2020,12.3,25.45,30.9,79.3,95.4,32.3,0.1,7,2020
Adilabad,Bela,12-07-2020,0,27.25,34.6,64.4,93.35,27.9,0,7,2020
Adilabad,Bela,13-07-2020,22.3,24.2,35.5,59.25,97.55,20.1,0,7,2020
Adilabad,Bela,14-07-2020,5.8,26.1,33.8,70.15,93.65,8.3,0,7,2020
Adilabad,Bela,15-07-2020,5.4,25.1,33.3,71.45,97.75,2.3,0,7,2020
Adilabad,Bela,16-07-2020,40.1,24.65,27.95,87.95,97.35,2.3,0.1,7,2020
Adilabad,Bela,17-07-2020,0,24.75,31,79,92.4,8.9,0,7,2020
Adilabad,Bela,18-07-2020,0,25.9,32.9,64.5,88.5,10.5,0.1,7,2020
Adilabad,Bela,19-07-2020,0,27.05,34.85,57.45,90.2,19.6,0,7,2020
Adilabad,Bela,20-07-2020,25.2,25.45,35.5,59.15,96.7,25.8,0,7,2020
Adilabad,Bela,21-07-2020,3.9,25.2,32.9,70.9,96.35,9.5,0,7,2020
Adilabad,Bela,22-07-2020,0.1,25.7,35.1,63.1,96.65,19.9,0,7,2020
Adilabad,Bela,23-07-2020,47.6,23.05,34.45,70.5,98.05,18.1,0.1,7,2020
Adilabad,Bela,24-07-2020,10.4,23.75,27.55,86.7,96.2,14.7,0,7,2020
Adilabad,Bela,25-07-2020,30.9,24.85,34.7,66.75,95.65,10.9,0,7,2020
Adilabad,Bela,26-07-2020,0,24.5,33.85,64.25,95.4,7.8,0,7,2020
Adilabad,Bela,27-07-2020,0,25.45,34.95,60,94.9,14.7,0,7,2020
Adilabad,Bela,28-07-2020,0,26.25,36.75,54.1,92.2,11.9,0,7,2020
Adilabad,Bela,29-07-2020,84.4,23.25,35.1,63.35,98.3,15.5,0,7,2020
Adilabad,Bela,30-07-2020,1,25.3,32.75,72.1,96.9,4.9,0,7,2020
Adilabad,Bela,31-07-2020,0.4,26.05,34.9,64.85,97.1,7.2,0,7,2020
Adilabad,Bela,01-08-2020,0,25.7,35,63.7,96.1,11.4,0,8,2020
Adilabad,Bela,02-08-2020,0,25.5,33.45,71.95,96.7,8.5,0,8,2020
Adilabad,Bela,03-08-2020,33,25.05,36.8,58.15,98.15,10.5,0,8,2020
Adilabad,Bela,04-08-2020,6,25.7,33.15,75.05,96.4,16.4,0,8,2020
Adilabad,Bela,05-08-2020,0,25.55,32.05,75.7,92.7,14.4,0,8,2020
Adilabad,Bela,06-08-2020,0,25.75,32.15,75,88.1,15.6,0.2,8,2020
Adilabad,Bela,07-08-2020,0,26.7,32.75,69.55,86.75,17.6,0.1,8,2020
Adilabad,Bela,08-08-2020,0,26.9,34.7,63.7,89.4,3.3,0.1,8,2020
Adilabad,Bela,09-08-2020,0,26.1,32.05,71.75,93.55,1.7,0,8,2020
Adilabad,Bela,10-08-2020,14,24.25,28.5,88.4,97.9,1.5,0.1,8,2020
Adilabad,Bela,11-08-2020,2.7,23.25,26.7,91.45,97.35,1.4,0.1,8,2020
Adilabad,Bela,12-08-2020,0,25.2,27.8,87.55,93.65,3.9,0,8,2020
Adilabad,Bela,13-08-2020,13.5,23.55,30.75,80.55,98,1.7,0.1,8,2020
Adilabad,Bela,14-08-2020,0.4,24.65,27.75,87.95,96.55,2.6,0.1,8,2020
Adilabad,Bela,15-08-2020,7.3,23.5,28.85,82.85,97.25,6.4,0.1,8,2020
Adilabad,Bela,16-08-2020,0.9,24.5,27.95,87.15,94.25,1.8,0.1,8,2020
Adilabad,Bela,17-08-2020,50.3,23.45,25.2,96.25,98.6,1.9,0,8,2020
Adilabad,Bela,18-08-2020,16.6,23.75,25.7,93.85,98.3,2.1,0,8,2020
Adilabad,Bela,19-08-2020,21.1,23.95,26.95,91.05,98.5,1.9,0.2,8,2020
Adilabad,Bela,20-08-2020,11.1,24,29.5,85.65,98.4,2.8,0,8,2020
Adilabad,Bela,21-08-2020,2.1,24.2,28.3,87.7,96.8,3,0.1,8,2020
Adilabad,Bela,22-08-2020,0.3,24.65,29.55,84.1,96.25,3.3,0.4,8,2020
Adilabad,Bela,23-08-2020,0,25.8,32.7,73.3,91,2.4,0,8,2020
Adilabad,Bela,24-08-2020,2.9,23.7,33.5,68.2,94.75,2.5,0,8,2020
Adilabad,Bela,25-08-2020,0,24.5,34.2,64.2,93.8,2.4,0,8,2020
Adilabad,Bela,26-08-2020,2.7,24.95,34.3,66.65,97.95,2.6,0,8,2020
Adilabad,Bela,27-08-2020,0,25.2,31.1,73.7,96.2,2.2,0,8,2020
Adilabad,Bela,28-08-2020,3.8,24.45,27.4,88.65,96.35,2,0,8,2020
Adilabad,Bela,29-08-2020,0,25.35,28.9,84.45,94.95,1.6,0,8,2020
Adilabad,Bela,30-08-2020,0,23.55,31.4,75.25,95.9,2.4,0,8,2020
Adilabad,Bela,31-08-2020,0.1,23.9,34.55,64.75,96.55,2.4,0,8,2020
Adilabad,Gadiguda,01-07-2020,27.8,24.7,35.6,57.1,94.8,10.3,0,7,2020
Adilabad,Gadiguda,02-07-2020,0,25.3,33.2,64.7,93.9,0.1,0,7,2020
Adilabad,Gadiguda,03-07-2020,0,25.4,35.1,60.2,95.4,0.3,0,7,2020
Adilabad,Gadiguda,04-07-2020,16.2,25.5,32.6,72.1,94.5,12.7,0,7,2020
Adilabad,Gadiguda,05-07-2020,0,25.6,30,79.9,94.1,10.6,0,7,2020
Adilabad,Gadiguda,06-07-2020,28.2,23.1,32.2,66.9,98.4,15.6,0,7,2020
Adilabad,Gadiguda,07-07-2020,10.4,25.4,29.1,82.7,95.2,2.8,0,7,2020
Adilabad,Gadiguda,08-07-2020,1.3,23.5,31.6,70.3,96.5,11,0,7,2020
Adilabad,Gadiguda,09-07-2020,0,24.6,34.7,55.9,94.7,0.7,0,7,2020
Adilabad,Gadiguda,10-07-2020,1.8,24.5,31.1,74.9,95.6,7.9,0,7,2020
Adilabad,Gadiguda,11-07-2020,4.3,24.9,29.6,80.3,95.8,14.2,0,7,2020
Adilabad,Gadiguda,12-07-2020,0,26.3,33.5,64.3,91.4,0.1,0,7,2020
Adilabad,Gadiguda,13-07-2020,22.5,23.2,33.5,61.6,98.1,0.1,0,7,2020
Adilabad,Gadiguda,14-07-2020,0,26.5,32.5,72.9,95,3.3,0,7,2020
Adilabad,Gadiguda,15-07-2020,5.3,25.1,33.2,73.2,98.5,2.3,0,7,2020
Adilabad,Gadiguda,16-07-2020,18.3,24.6,26.8,93.3,98.1,0.1,0,7,2020
Adilabad,Gadiguda,17-07-2020,4,24.9,30.4,83.5,94.6,3.8,0,7,2020
Adilabad,Gadiguda,18-07-2020,0,25.6,32.9,64.2,92,0.6,0,7,2020
Adilabad,Gadiguda,19-07-2020,0.5,27.2,34.1,63.1,90.2,0.3,0,7,2020
Adilabad,Gadiguda,20-07-2020,9.5,25.3,34.1,65.3,97,0.5,0,7,2020
Adilabad,Gadiguda,21-07-2020,31,25.7,32.8,70.8,96.3,0.1,0,7,2020
Adilabad,Gadiguda,22-07-2020,0.5,25.8,33.9,69.7,96.2,8.1,0,7,2020
Adilabad,Gadiguda,23-07-2020,14,22.9,33.7,75,98.3,0.2,0,7,2020
Adilabad,Gadiguda,24-07-2020,3,23.8,26.7,86.7,96.6,10.6,0,7,2020
Adilabad,Gadiguda,25-07-2020,0,25.1,33.8,69.6,94.8,1.3,0,7,2020
Adilabad,Gadiguda,26-07-2020,0,24.6,33.5,67.6,96,1,0,7,2020
Adilabad,Gadiguda,27-07-2020,0,25.5,35.2,58.7,94.4,6.9,0,7,2020
Adilabad,Gadiguda,28-07-2020,0,26.3,36.6,53.9,91,0.2,0,7,2020
Adilabad,Gadiguda,29-07-2020,12.3,23.1,34.8,68,98.1,0.9,0,7,2020
Adilabad,Gadiguda,30-07-2020,0,25.2,32.8,73.4,96.9,0.6,0,7,2020
Adilabad,Gadiguda,31-07-2020,5,26.1,35.3,68,96.9,0.3,0,7,2020
Adilabad,Gadiguda,01-08-2020,0,25.4,34.7,68.3,96.2,1.6,0,8,2020
Adilabad,Gadiguda,02-08-2020,0,25.3,33.5,73.1,96.5,3.5,0,8,2020
Adilabad,Gadiguda,03-08-2020,2,24.9,36.5,62.4,97.4,0.5,0,8,2020
Adilabad,Gadiguda,04-08-2020,0,25.6,33.7,73.8,96.3,1.3,0,8,2020
Adilabad,Gadiguda,05-08-2020,0,25.3,31.9,78.1,94.5,5.5,0,8,2020
Adilabad,Gadiguda,06-08-2020,0,25.5,31.5,77.5,92.4,0.2,0,8,2020
Adilabad,Gadiguda,07-08-2020,2.8,26,31.5,74.4,91.5,1.5,0,8,2020
Adilabad,Gadiguda,08-08-2020,0,26,34,65.1,91.6,4.7,0,8,2020
Adilabad,Gadiguda,09-08-2020,1,26.2,31.8,74.4,92.5,1.7,0,8,2020
Adilabad,Gadiguda,10-08-2020,14,24.4,28.4,88.2,97.1,0.4,0,8,2020
Adilabad,Gadiguda,11-08-2020,8,23.3,26,93.6,96.5,1.4,0,8,2020
Adilabad,Gadiguda,12-08-2020,0,24.6,27.1,86.3,92,8.7,0,8,2020
Adilabad,Gadiguda,13-08-2020,9.3,23.4,30.1,77.7,95.8,1,0,8,2020
Adilabad,Gadiguda,14-08-2020,1.3,24.4,26.7,87.6,95.7,4.3,0,8,2020
Adilabad,Gadiguda,15-08-2020,3,23,28.6,80.7,93.9,14.2,0,8,2020
Adilabad,Gadiguda,16-08-2020,1,24.5,28.1,87.2,93.9,2.6,0,8,2020
Adilabad,Gadiguda,17-08-2020,49.3,23.5,25.3,95.3,97.2,2.8,0,8,2020
Adilabad,Gadiguda,18-08-2020,20.5,23.5,24.9,92.2,96.8,1.2,0,8,2020
Adilabad,Gadiguda,19-08-2020,29.5,23.9,25.5,90.4,95.7,0.3,0,8,2020
Adilabad,Gadiguda,20-08-2020,4.3,24.1,27.9,84.1,95.4,5.1,0,8,2020
Adilabad,Gadiguda,21-08-2020,3.3,24.3,26.5,86.9,95.9,4.8,0,8,2020
Adilabad,Gadiguda,22-08-2020,1.8,24.6,27.9,83.2,95.3,5.1,0,8,2020
Adilabad,Gadiguda,23-08-2020,0,25.4,31.2,73.5,87.7,0.5,0,8,2020
Adilabad,Gadiguda,24-08-2020,10.5,23.7,31.5,69.5,92.2,2.5,0,8,2020
Adilabad,Gadiguda,25-08-2020,0,24.6,32.4,65.6,89.6,2,0,8,2020
Adilabad,Gadiguda,26-08-2020,0,24.8,33,66.6,92.4,2.5,0,8,2020
Adilabad,Gadiguda,27-08-2020,0,25.1,30.4,72.6,91.5,1.6,0,8,2020
Adilabad,Gadiguda,28-08-2020,2.3,24.5,26.1,86.6,93.4,1.6,0,8,2020
Adilabad,Gadiguda,29-08-2020,0,24.8,27.7,81.5,90.7,1.6,0,8,2020
Adilabad,Gadiguda,30-08-2020,4.3,23.6,30.1,73.8,94.1,2.2,0,8,2020
Adilabad,Gadiguda,31-08-2020,0.8,24,32.6,65,91.8,2.4,0,8,2020
Adilabad,Narnoor,01-07-2020,28.9,22.9,35.4,53.1,97.5,3.9,0,7,2020
Adilabad,Narnoor,02-07-2020,7.9,24,31.6,71.2,99.1,2.1,0.1,7,2020
Adilabad,Narnoor,03-07-2020,2.4,24.4,35.1,60.3,97.5,2,0.4,7,2020
Adilabad,Narnoor,04-07-2020,11.8,24.2,30.8,72.9,98.5,3,0.3,7,2020
Adilabad,Narnoor,05-07-2020,4.4,24.5,28.7,80,98.9,2.8,0,7,2020
Adilabad,Narnoor,06-07-2020,39.8,22.2,30.2,69.6,100,3.6,0.6,7,2020
Adilabad,Narnoor,07-07-2020,6,24.6,29.2,86.1,98,0.2,0,7,2020
Adilabad,Narnoor,08-07-2020,0,22.8,30.5,72,98,8.9,0,7,2020
Adilabad,Narnoor,09-07-2020,0,23.8,33.7,56.8,96.5,0.1,0,7,2020
Adilabad,Narnoor,10-07-2020,3.4,23.5,30.2,73.4,97.5,3.8,0.2,7,2020
Adilabad,Narnoor,11-07-2020,4.9,23.9,28.2,80.8,97,8,0,7,2020
Adilabad,Narnoor,12-07-2020,0,24.7,32.6,62.3,94.9,5.1,0,7,2020
Adilabad,Narnoor,13-07-2020,66.4,22.1,31.6,63.3,99.2,2,0,7,2020
Adilabad,Narnoor,14-07-2020,0.4,25.1,32.4,76.3,97.6,0.1,0,7,2020
Adilabad,Narnoor,15-07-2020,18.3,24.9,32.6,74.5,99.9,2.7,0,7,2020
Adilabad,Narnoor,16-07-2020,19.5,24.2,27.5,92.4,99.9,1.4,0,7,2020
Adilabad,Narnoor,17-07-2020,0,24,30.1,85.7,96.9,0.3,0,7,2020
Adilabad,Narnoor,18-07-2020,0,24.9,32.6,69.4,96.9,2.2,0,7,2020
Adilabad,Narnoor,19-07-2020,0,25.3,34.8,70.9,97.6,1.8,0.2,7,2020
Adilabad,Narnoor,20-07-2020,4.5,24.9,32.6,70.9,98.7,0.2,0,7,2020
Adilabad,Narnoor,21-07-2020,65,24.5,33.1,69.9,99.6,0.1,0,7,2020
Adilabad,Narnoor,22-07-2020,0,25.6,32.7,76.7,97,2,0,7,2020
Adilabad,Narnoor,23-07-2020,50.9,22.4,32.8,80.1,99.3,13.1,0,7,2020
Adilabad,Narnoor,24-07-2020,11.7,22.4,27.5,91.9,98.9,14.7,0,7,2020
Adilabad,Narnoor,25-07-2020,2.6,23.5,32.6,77.5,97,2.1,0.1,7,2020
Adilabad,Narnoor,26-07-2020,0,23.4,33,72.8,97.1,0.4,0,7,2020
Adilabad,Narnoor,27-07-2020,0,24.6,32.6,62.7,97.3,5.1,0,7,2020
Adilabad,Narnoor,28-07-2020,0,25.4,35.3,59.4,95,4,0,7,2020
Adilabad,Narnoor,29-07-2020,52.1,22.4,34.7,72.4,98.8,10.4,0,7,2020
Adilabad,Narnoor,30-07-2020,2.5,24.9,32.6,76.3,97.5,7,0,7,2020
Adilabad,Narnoor,31-07-2020,33.7,25.9,35,71.9,97.3,1.4,0,7,2020
Adilabad,Narnoor,01-08-2020,0,24.9,35.3,67.5,96.9,2.3,0,8,2020
Adilabad,Narnoor,02-08-2020,61.4,24.9,33.2,72.4,97.3,1.5,0,8,2020
Adilabad,Narnoor,03-08-2020,2.5,24.9,35.2,67.6,97.5,6.1,0,8,2020
Adilabad,Narnoor,04-08-2020,0,24.9,32.1,76.7,97.8,2.3,0,8,2020
Adilabad,Narnoor,05-08-2020,0,24.7,30.1,78.9,96.9,0.2,0,8,2020
Adilabad,Narnoor,06-08-2020,0.3,24.3,30.7,83.9,96.9,9.8,0,8,2020
Adilabad,Narnoor,07-08-2020,7.1,24.9,32.1,79,97.1,3,0.3,8,2020
